trip_id,duration,start_time,end_time,start_station_id,start_lat,start_lon,end_station_id,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
113993562,1440,1/20/2019 11:27,1/22/2019 8:17,3022,34.04607,-118.233093,3000,,,6228,1,One Way,Walk-up,standard
113993495,30,1/20/2019 12:32,1/20/2019 13:02,3049,34.056969,-118.253593,3000,,,12350,30,One Way,Monthly Pass,standard
113926545,15,1/20/2019 13:05,1/20/2019 13:20,3042,34.049301,-118.238808,3000,,,5855,1,One Way,Walk-up,standard
113837938,13,1/20/2019 13:06,1/20/2019 13:19,3022,34.04607,-118.233093,3000,,,6301,30,One Way,Monthly Pass,standard
113841110,24,1/20/2019 14:13,1/20/2019 14:37,3031,34.044701,-118.25244099999999,3000,,,6597,1,One Way,Walk-up,standard
113850325,237,1/20/2019 14:13,1/20/2019 18:10,4215,34.014309000000004,-118.49134099999999,3000,,,6708,1,One Way,Walk-up,standard
113841109,23,1/20/2019 14:14,1/20/2019 14:37,3031,34.044701,-118.25244099999999,3000,,,12107,1,One Way,Walk-up,standard
113926449,15,1/20/2019 14:24,1/20/2019 14:39,3000,,,3000,,,11988,30,One Way,Monthly Pass,standard
113842305,11,1/20/2019 14:56,1/20/2019 15:07,3067,34.045181,-118.25023700000001,3000,,,12247,30,One Way,Monthly Pass,standard
113926405,1440,1/20/2019 15:08,1/21/2019 19:45,3058,34.035801,-118.23317,3000,,,12338,1,One Way,Walk-up,standard
113993149,15,1/20/2019 18:19,1/20/2019 18:34,3051,34.045421999999995,-118.25351699999999,3000,,,6232,365,One Way,Annual Pass,standard
113926192,60,1/20/2019 19:21,1/20/2019 20:21,4134,33.74136,-118.27806899999999,3000,,,12206,1,One Way,Walk-up,standard
113993064,1440,1/20/2019 21:26,1/22/2019 8:19,3067,34.045181,-118.25023700000001,3000,,,6293,1,One Way,Walk-up,standard
